Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Unit_Price,Quantity,Revenue,Profit,Channel,Year,Month_Name,Quarter
Amazon,1185732,2021-01-24,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.00,300,12000,4200.00,Online,2021,January,1
Amazon,1185732,2021-01-24,Midwest,Ohio,Columbus,Women's Apparel,40.00,300,12000,4800.00,Online,2021,January,1
Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.00,300,12000,4800.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Women's Apparel,40.00,300,12000,4200.00,In-store,2021,January,1
West Gear,1185732,2021-01-13,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.00,475,11875,4156.25,In-store,2021,January,1
West Gear,1185732,2021-01-13,Midwest,Missouri,St. Louis,Women's Apparel,25.00,475,11875,5937.50,In-store,2021,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Women's Street Footwear,35.00,325,11375,3981.25,In-store,2021,January,1
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Athletic Footwear,39.00,247,963.3,260.09,Outlet,2021,January,1
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Apparel,62.00,155,961,634.26,Online,2021,January,1
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Athletic Footwear,42.00,228,957.6,402.19,Outlet,2021,January,1
Kohl's,1189833,2021-01-09,Midwest,Montana,Billings,Men's Apparel,50.00,225,11250,6750.00,Outlet,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Women's Athletic Footwear,45.00,250,11250,4500.00,In-store,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Men's Apparel,45.00,250,11250,3937.50,Online,2021,January,1
Sports Direct,1197831,2021-01-25,South,Mississippi,Jackson,Men's Athletic Footwear,25.00,450,11250,3937.50,Online,2021,January,1
Sports Direct,1197831,2021-01-25,South,Mississippi,Jackson,Women's Apparel,25.00,450,11250,4500.00,Online,2021,January,1
Foot Locker,1185732,2021-01-19,Northeast,Maryland,Baltimore,Men's Apparel,50.00,225,11250,3375.00,In-store,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Women's Athletic Footwear,40.00,275,11000,3850.00,Online,2021,January,1
Foot Locker,1185732,2021-01-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,275,11000,3300.00,Online,2021,January,1
Foot Locker,1185732,2021-01-14,Midwest,Kansas,Wichita,Women's Apparel,40.00,275,11000,4400.00,Online,2021,January,1
Foot Locker,1185732,2022-01-01,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60.00,175,10500,4200.00,Outlet,2022,January,1
West Gear,1128299,2020-01-20,West,Nevada,Las Vegas,Men's Apparel,60.00,175,10500,5775.00,Outlet,2020,January,1
Foot Locker,1128299,2021-01-26,West,Wyoming,Cheyenne,Men's Street Footwear,30.00,350,10500,3675.00,In-store,2021,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Men's Street Footwear,30.00,350,10500,3675.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-22,Southeast,Kentucky,Louisville,Women's Street Footwear,20.00,525,10500,4200.00,Online,2021,January,1
West Gear,1185732,2021-01-12,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.00,300,10500,4200.00,In-store,2021,January,1
West Gear,1185732,2021-01-12,Midwest,Wisconsin,Milwaukee,Women's Apparel,35.00,300,10500,4200.00,In-store,2021,January,1
West Gear,1185732,2021-01-19,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35.00,300,10500,4200.00,In-store,2021,January,1
West Gear,1185732,2021-01-19,Midwest,Indiana,Indianapolis,Women's Apparel,35.00,300,10500,4200.00,In-store,2021,January,1
Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Apparel,45.00,225,10125,6075.00,Outlet,2021,January,1
West Gear,1128299,2021-01-12,Northeast,Maine,Portland,Women's Athletic Footwear,45.00,225,10125,2531.25,Outlet,2021,January,1
Foot Locker,1128299,2021-01-12,West,Alaska,Anchorage,Women's Athletic Footwear,45.00,225,10125,2531.25,Outlet,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Men's Apparel,45.00,225,10125,3037.50,Online,2021,January,1
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Apparel,60.00,154,924,609.84,Online,2021,January,1
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Athletic Footwear,41.00,224,918.4,376.54,Outlet,2021,January,1
West Gear,1128299,2020-01-14,West,Nevada,Las Vegas,Men's Apparel,50.00,200,10000,5500.00,Outlet,2020,January,1
Kohl's,1189833,2021-01-15,Midwest,Montana,Billings,Men's Apparel,50.00,200,10000,6000.00,Outlet,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Men's Apparel,50.00,200,10000,4500.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Men's Apparel,50.00,200,10000,3000.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.00,250,10000,3000.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Women's Apparel,40.00,250,10000,3000.00,In-store,2021,January,1
Amazon,1185732,2021-01-24,Midwest,Ohio,Columbus,Men's Apparel,50.00,200,10000,3500.00,Online,2021,January,1
Foot Locker,1185732,2021-01-19,Northeast,Maryland,Baltimore,Women's Street Footwear,30.00,325,9750,3900.00,In-store,2021,January,1
West Gear,1197831,2021-01-25,South,Arkansas,Little Rock,Men's Apparel,35.00,275,9625,3368.75,Online,2021,January,1
Sports Direct,1185732,2021-01-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.00,275,9625,2887.50,Online,2021,January,1
Sports Direct,1185732,2021-01-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.00,275,9625,3850.00,Online,2021,January,1
Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.00,275,9625,3368.75,In-store,2021,January,1
Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Women's Apparel,35.00,275,9625,3850.00,In-store,2021,January,1
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Apparel,49.00,182,891.8,508.33,Outlet,2021,January,1
West Gear,1197831,2021-01-25,South,Arkansas,Little Rock,Men's Athletic Footwear,25.00,375,9375,3281.25,Online,2021,January,1
West Gear,1197831,2021-01-25,South,Arkansas,Little Rock,Women's Apparel,25.00,375,9375,3750.00,Online,2021,January,1
Foot Locker,1185732,2021-01-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25.00,375,9375,3750.00,Online,2021,January,1
Amazon,1185732,2021-01-24,Midwest,Ohio,Columbus,Women's Street Footwear,30.00,300,9000,3600.00,Online,2021,January,1
Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Women's Street Footwear,30.00,300,9000,2700.00,In-store,2021,January,1
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Apparel,44.00,196,862.4,526.06,Outlet,2021,January,1
Kohl's,1189833,2021-01-21,Midwest,Montana,Billings,Men's Apparel,45.00,200,9000,5400.00,Outlet,2021,January,1
West Gear,1185732,2021-01-12,Midwest,Wisconsin,Milwaukee,Men's Apparel,45.00,200,9000,2700.00,In-store,2021,January,1
West Gear,1185732,2021-01-19,Midwest,Indiana,Indianapolis,Men's Apparel,45.00,200,9000,3600.00,In-store,2021,January,1
Kohl's,1197831,2021-01-18,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,350,8750,3062.50,Online,2021,January,1
Kohl's,1197831,2021-01-18,South,Oklahoma,Oklahoma City,Women's Apparel,25.00,350,8750,3062.50,Online,2021,January,1
Foot Locker,1128299,2021-01-12,West,Alaska,Anchorage,Men's Apparel,50.00,175,8750,1312.50,Outlet,2021,January,1
Kohl's,1197831,2021-01-18,South,Oklahoma,Oklahoma City,Men's Apparel,35.00,250,8750,3062.50,Online,2021,January,1
Foot Locker,1185732,2021-01-14,Midwest,Kansas,Wichita,Men's Apparel,50.00,175,8750,3062.50,Online,2021,January,1
Foot Locker,1185732,2021-01-20,Midwest,Michigan,Detroit,Women's Street Footwear,20.00,425,8500,2975.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-14,Midwest,Kansas,Wichita,Women's Street Footwear,30.00,275,8250,2475.00,Online,2021,January,1
Foot Locker,1128299,2021-01-26,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,200,8000,2800.00,In-store,2021,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Women's Athletic Footwear,40.00,200,8000,2800.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35.00,225,7875,2756.25,In-store,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,West Virginia,Charleston,Women's Apparel,35.00,225,7875,2362.50,In-store,2021,January,1
Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Men's Apparel,45.00,175,7875,2362.50,In-store,2021,January,1
Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.00,225,7875,2756.25,In-store,2021,January,1
Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Women's Apparel,35.00,225,7875,3150.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.00,175,7875,2756.25,Online,2021,January,1
Amazon,1185732,2021-01-23,Northeast,Vermont,Burlington,Women's Athletic Footwear,45.00,175,7875,2362.50,In-store,2021,January,1
Foot Locker,1185732,2021-01-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.00,250,7500,2625.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-08,Midwest,North Dakota,Fargo,Women's Apparel,30.00,250,7500,3000.00,In-store,2021,January,1
West Gear,1185732,2021-01-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.00,250,7500,2625.00,In-store,2021,January,1
West Gear,1185732,2021-01-05,Midwest,Iowa,Des Moines,Women's Apparel,30.00,250,7500,3000.00,In-store,2021,January,1
West Gear,1185732,2021-01-12,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25.00,300,7500,2625.00,In-store,2021,January,1
West Gear,1185732,2021-01-19,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.00,300,7500,3000.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Women's Street Footwear,30.00,250,7500,1875.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Men's Apparel,50.00,150,7500,1875.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50.00,150,7500,1875.00,Outlet,2021,January,1
West Gear,1185732,2021-01-13,Midwest,Missouri,St. Louis,Women's Street Footwear,15.00,475,7125,2493.75,In-store,2021,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40.00,175,7000,2450.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-20,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.00,275,6875,2750.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.00,275,6875,2062.50,Online,2021,January,1
Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Women's Street Footwear,25.00,275,6875,2750.00,In-store,2021,January,1
Amazon,1185732,2022-01-02,Northeast,Maine,Portland,Men's Apparel,55.00,125,6875,1718.75,Outlet,2022,January,1
Sports Direct,1197831,2021-01-25,South,Mississippi,Jackson,Women's Street Footwear,15.00,450,6750,2700.00,Online,2021,January,1
Foot Locker,1128299,2021-01-26,West,Wyoming,Cheyenne,Men's Apparel,45.00,150,6750,2700.00,In-store,2021,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Men's Apparel,45.00,150,6750,2700.00,In-store,2021,January,1
West Gear,1185732,2021-01-13,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20.00,325,6500,2600.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-19,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35.00,175,6125,2450.00,In-store,2021,January,1
Sports Direct,1197831,2021-01-25,South,Mississippi,Jackson,Women's Athletic Footwear,20.00,300,6000,2400.00,Online,2021,January,1
Foot Locker,1185732,2021-01-08,Midwest,North Dakota,Fargo,Men's Apparel,40.00,150,6000,3000.00,In-store,2021,January,1
West Gear,1185732,2021-01-05,Midwest,Iowa,Des Moines,Men's Apparel,40.00,150,6000,3000.00,In-store,2021,January,1
West Gear,1197831,2021-01-25,South,Arkansas,Little Rock,Women's Street Footwear,15.00,375,5625,2250.00,Online,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,West Virginia,Charleston,Women's Street Footwear,25.00,225,5625,1968.75,In-store,2021,January,1
Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Women's Street Footwear,25.00,225,5625,2250.00,In-store,2021,January,1
Amazon,1185732,2022-01-01,Northeast,Maine,Portland,Women's Athletic Footwear,45.00,125,5625,1687.50,Outlet,2022,January,1
Foot Locker,1185732,2021-01-26,Northeast,West Virginia,Charleston,Men's Apparel,45.00,125,5625,1687.50,In-store,2021,January,1
Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Men's Apparel,45.00,125,5625,1687.50,In-store,2021,January,1
Kohl's,1197831,2021-01-18,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,350,5250,1837.50,Online,2021,January,1
Amazon,1185732,2021-01-24,Midwest,Ohio,Columbus,Women's Athletic Footwear,35.00,150,5250,2100.00,Online,2021,January,1
Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Women's Athletic Footwear,35.00,150,5250,1575.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-08,Midwest,North Dakota,Fargo,Women's Street Footwear,20.00,250,5000,1500.00,In-store,2021,January,1
West Gear,1185732,2021-01-05,Midwest,Iowa,Des Moines,Women's Street Footwear,20.00,250,5000,1500.00,In-store,2021,January,1
West Gear,1185732,2021-01-12,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,30.00,150,4500,1575.00,In-store,2021,January,1
West Gear,1185732,2021-01-19,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30.00,150,4500,1800.00,In-store,2021,January,1
West Gear,1197831,2021-01-25,South,Arkansas,Little Rock,Women's Athletic Footwear,20.00,225,4500,1800.00,Online,2021,January,1
Foot Locker,1185732,2021-01-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,35.00,125,4375,1312.50,Online,2021,January,1
Kohl's,1197831,2021-01-18,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,200,4000,1400.00,Online,2021,January,1
Sports Direct,1185732,2021-01-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,30.00,125,3750,1125.00,Online,2021,January,1
Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Women's Athletic Footwear,30.00,125,3750,1500.00,In-store,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Women's Athletic Footwear,35.00,100,3500,875.00,In-store,2021,January,1
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Apparel,65.00,550,35750,19662.50,Outlet,2021,January,1
Foot Locker,1185732,2021-01-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.00,100,2500,750.00,In-store,2021,January,1
West Gear,1185732,2021-01-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.00,100,2500,750.00,In-store,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30.00,75,2250,787.50,In-store,2021,January,1
Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.00,75,2250,900.00,In-store,2021,January,1
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,Men's Street Footwear,46.00,354,1628.4,1025.89,Online,2020,January,1
Foot Locker,1185732,2020-01-03,Northeast,New York,New York,Men's Street Footwear,47.00,336,1579.2,963.31,Online,2020,January,1
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,Men's Street Footwear,40.00,390,1560,811.20,Outlet,2020,January,1
Foot Locker,1185732,2020-01-09,Northeast,New York,New York,Men's Street Footwear,46.00,313,1439.8,892.68,Online,2020,January,1
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Men's Apparel,58.00,243,1409.4,606.04,Online,2020,January,1
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Women's Apparel,48.00,290,1392,528.96,Online,2020,January,1
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Apparel,59.00,230,1357,569.94,Online,2020,January,1
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,Men's Apparel,43.00,306,1315.8,486.85,Outlet,2020,January,1
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Men's Apparel,43.00,306,1315.8,460.53,Outlet,2020,January,1
Foot Locker,1185732,2020-01-03,Northeast,New York,New York,Men's Street Footwear,34.00,384,1305.6,678.91,Outlet,2020,January,1
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,Men's Apparel,55.00,234,1287,514.80,Online,2020,January,1
Foot Locker,1185732,2020-01-09,Northeast,New York,New York,Men's Street Footwear,33.00,388,1280.4,665.81,Outlet,2020,January,1
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Women's Apparel,36.00,350,1260,365.40,Outlet,2020,January,1
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Women's Apparel,38.00,330,1254,401.28,Outlet,2020,January,1
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Men's Athletic Footwear,48.00,259,1243.2,534.58,Online,2020,January,1
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Apparel,43.00,289,1242.7,397.66,Outlet,2020,January,1
Foot Locker,1185732,2020-01-10,Northeast,New York,New York,Men's Athletic Footwear,39.00,315,1228.5,405.41,Outlet,2020,January,1
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Men's Athletic Footwear,47.00,260,1222,513.24,Online,2020,January,1
Foot Locker,1185732,2020-01-10,Northeast,New York,New York,Men's Athletic Footwear,46.00,261,1200.6,528.26,Online,2020,January,1
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Women's Apparel,46.00,260,1196,442.52,Online,2020,January,1
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Men's Athletic Footwear,36.00,320,1152,403.20,Outlet,2020,January,1
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,Women's Street Footwear,32.00,350,1120,414.40,Outlet,2020,January,1
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Men's Athletic Footwear,35.00,315,1102.5,396.90,Outlet,2020,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Men's Street Footwear,41.00,255,1045.5,575.03,Online,2021,January,1
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,Women's Street Footwear,32.00,323,1033.6,392.77,Outlet,2020,January,1
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Women's Athletic Footwear,41.00,247,1012.7,465.84,Online,2020,January,1
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Women's Athletic Footwear,36.00,281,1011.6,374.29,Outlet,2020,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Men's Street Footwear,39.00,256,998.4,579.07,Online,2021,January,1
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,Women's Street Footwear,36.00,276,993.6,466.99,Online,2020,January,1
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Women's Street Footwear,39.00,247,963.3,472.02,Online,2020,January,1
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Women's Athletic Footwear,43.00,216,928.8,464.40,Online,2020,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Men's Street Footwear,26.00,349,907.4,426.48,Outlet,2021,January,1
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Athletic Footwear,44.00,206,906.4,444.14,Online,2020,January,1
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,Women's Street Footwear,36.00,250,900,414.00,Online,2020,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Men's Apparel,47.00,189,888.3,417.50,Online,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Women's Apparel,37.00,239,884.3,530.58,Online,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Men's Apparel,35.00,247,864.5,337.16,Outlet,2021,January,1
West Gear,1128299,2020-01-28,West,Nevada,Las Vegas,Men's Street Footwear,58.00,149,864.2,501.24,Online,2020,January,1
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Women's Street Footwear,27.00,314,847.8,347.60,Outlet,2020,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Women's Apparel,30.00,281,843,446.79,Outlet,2021,January,1
Kohl's,1185732,2021-01-16,Northeast,New York,Albany,Men's Street Footwear,39.00,216,842.4,530.71,Online,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Men's Apparel,51.00,165,841.5,378.68,Online,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Men's Athletic Footwear,44.00,189,831.6,390.85,Online,2021,January,1
West Gear,1128299,2020-01-22,West,Nevada,Las Vegas,Men's Street Footwear,58.00,143,829.4,422.99,Online,2020,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Men's Street Footwear,30.00,272,816,416.16,Outlet,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Men's Athletic Footwear,36.00,221,795.6,318.24,Outlet,2021,January,1
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Athletic Footwear,32.00,248,793.6,301.57,Outlet,2020,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Women's Apparel,44.00,176,774.4,503.36,Online,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Women's Apparel,35.00,221,773.5,425.43,Outlet,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30.00,256,768,307.20,Outlet,2021,January,1
Sports Direct,1185732,2021-01-08,Southeast,South Carolina,Charleston,Men's Street Footwear,33.00,231,762.3,381.15,Online,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.00,206,762.2,342.99,Online,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Men's Street Footwear,52.00,145,754,346.84,Online,2021,January,1
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Women's Athletic Footwear,31.00,240,744,297.60,Outlet,2020,January,1
West Gear,1128299,2020-01-27,West,Nevada,Las Vegas,Women's Apparel,78.00,95,741,251.94,Online,2020,January,1
West Gear,1128299,2020-01-28,West,Nevada,Las Vegas,Men's Street Footwear,43.00,171,735.3,352.94,Outlet,2020,January,1
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Women's Street Footwear,61.00,120,732,387.96,Online,2020,January,1
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Women's Street Footwear,63.00,116,730.8,416.56,Online,2020,January,1
Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Women's Street Footwear,44.00,165,726,399.30,Online,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Women's Street Footwear,29.00,248,719.2,280.49,Online,2021,January,1
Kohl's,1185732,2021-01-16,Northeast,New York,Albany,Men's Apparel,49.00,145,710.5,319.73,Online,2021,January,1
Kohl's,1189833,2021-01-17,Midwest,Montana,Billings,Men's Street Footwear,44.00,161,708.4,417.96,Online,2021,January,1
West Gear,1128299,2020-01-22,West,Nevada,Las Vegas,Men's Street Footwear,41.00,171,701.1,294.46,Outlet,2020,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Men's Apparel,36.00,193,694.8,284.87,Outlet,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Men's Street Footwear,34.00,203,690.2,421.02,Online,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34.00,203,690.2,303.69,Online,2021,January,1
West Gear,1128299,2020-01-16,West,Nevada,Las Vegas,Men's Street Footwear,43.00,160,688,378.40,Online,2020,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Men's Street Footwear,44.00,152,668.8,367.84,Online,2021,January,1
Sports Direct,1185732,2021-01-08,Southeast,South Carolina,Charleston,Women's Apparel,34.00,196,666.4,426.50,Online,2021,January,1
West Gear,1128299,2020-01-27,West,Nevada,Las Vegas,Women's Apparel,54.00,123,664.2,179.33,Outlet,2020,January,1
Sports Direct,1185732,2021-01-08,Southeast,South Carolina,Charleston,Men's Apparel,42.00,156,655.2,301.39,Online,2021,January,1
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Women's Street Footwear,49.00,132,646.8,304.00,Outlet,2020,January,1
Amazon,1185732,2021-01-23,Northeast,Vermont,Burlington,Men's Street Footwear,49.00,131,641.9,353.05,Online,2021,January,1
Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Women's Apparel,59.00,108,637.2,242.14,Online,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Women's Street Footwear,24.00,264,633.6,202.75,Outlet,2021,January,1
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Men's Athletic Footwear,62.00,102,632.4,240.31,Online,2020,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Men's Street Footwear,35.00,179,626.5,325.78,Outlet,2021,January,1
West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Men's Athletic Footwear,60.00,104,624,268.32,Online,2020,January,1
Amazon,1185732,2021-01-15,Southeast,North Carolina,Charlotte,Men's Street Footwear,32.00,194,620.8,322.82,Online,2021,January,1
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Men's Athletic Footwear,42.00,147,617.4,253.13,Online,2021,January,1
Sports Direct,1185732,2021-01-08,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.00,181,615.4,307.70,Online,2021,January,1
Kohl's,1189833,2021-01-29,Midwest,Montana,Billings,Men's Street Footwear,36.00,169,608.4,358.96,Online,2021,January,1
Kohl's,1185732,2021-01-16,Northeast,New York,Albany,Men's Athletic Footwear,39.00,156,608.4,273.78,Online,2021,January,1
Sports Direct,1128299,2021-01-19,West,Hawaii,Honolulu,Women's Apparel,49.00,124,607.6,358.48,Online,2021,January,1
West Gear,1128299,2020-01-17,West,Nevada,Las Vegas,Men's Athletic Footwear,50.00,120,600,240.00,Online,2020,January,1
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Women's Apparel,36.00,166,597.6,143.42,Outlet,2020,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Women's Apparel,36.00,166,597.6,161.35,Outlet,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Men's Street Footwear,36.00,165,594,219.78,Outlet,2021,January,1
Kohl's,1189833,2021-01-04,Midwest,Montana,Billings,Women's Apparel,43.00,138,593.4,231.43,Online,2021,January,1
Kohl's,1185732,2021-01-16,Northeast,New York,Albany,Women's Apparel,38.00,156,592.8,237.12,Online,2021,January,1
